120
90
51
121
147
122
135
63
40
107
117
31
54
193
190
80
198
1
73
175
5
177
78
36
61
141
77
153
163
176
113
166
86
185
194
179
89
127
103
95
183
140
62
18
124
106
55
34
152
20
148
47
94
60
28
137
143
0
29
109
35
33
138
8
160
11
168
169
188
195
145
3
70
15
139
132
13
6
111
104
155
187
82
21
66
130
99
114
182
149
4
144
81
165
142
45
38
27
133
10
